,a
3178968,c90760da4b7d1db45b00a601dc18241de01c42b1	SOHOQTE12AC468BF9D	1
37869069,cdc38f32404abec0c74e744c75699ccb92ac4f30	SONQSBF12AF72ABB86	1
28392298,ec918e4c4ce47c9441ca1d52b62a05f616389b34	SOIMQAK12A67ADE98C	1
42863361,4f31cc450c662f842fff2edd901f48825e94d82c	SOSXABT12A6D4F8EFA	1
45178847,f623b2f67025541b58699034aa5d70c874a6f834	SOIBUKR12A8C13A1DA	4
20090424,69dd876009c4595cd28c7250e3abb9ea138b0f0b	SOYHAPL12A6D4F7CB1	1
14251888,1aabb3f6a590b14b4d32471825c0192c4a229294	SODOXAG12AB018115A	1
32858117,6e218246b908c6cfa78faa3d80d39760fabb1511	SOYJDRA12AB017F30D	1
37246647,6069801aad3e06dca8e0e50312dd39c59bb4bf1e	SOZACMG12A6D4F68E1	2
5508376,1447c588d030da94f4afc7187b31a4f4e0e59066	SOHVNYX12AB0181A3D	1
47287313,fe8297f0bed8ec7ef161eac857fa240ad3da479c	SOYQFQP12A6D4FBDC7	1
36220407,7ea4a1688a6295fbc62cc3fbc2d6351d75ef42ef	SOHNRJO12A8AE44A2B	2
23473137,f5ae73d13dad76065d62b975345c55dbcf158b20	SOWEYQK12A8C135A77	1
30549193,777f1b481209d28b23e5866c09c3be07c668d57a	SOEKNMO12AF72A1918	3
27774919,3d0730a4a958dfb5cbd33912fc4aa8d757e924a2	SOBEVGM12A67ADBCA7	1
33928684,71b4e7f26124663b65d0fbf8ca88d688e91a8a28	SOBCOWD12A6701FD78	5
3408369,858325c499a3abc4936d2cb1a0a62208e506288e	SOCOVEJ12A6D4FC90E	1
41019287,1bb7c662964439cb4486c972dcca40f1fab53eb3	SOSCDXL12AB0186058	6
13168697,ba234d2e292275a7e2be1f678f4ba2cfee155d6a	SOQDPHF12A6D4F700D	2
38165580,0b8a341c6139687e44e1413caebf9ca0c55d45d0	SOXEGBZ12A679AE53D	15
10347900,ed11d189be85472b74d66a34b6f4cc1033d4ff3a	SOPQREY12B0B80B7B4	1
14396524,995e407b1b8f787e40ca2a1f703c841b7b4efe63	SOKXYUW12A8C140229	4
42844674,f6ac8f0262d9b629fc479e11ab16b2391674b45a	SOTJNGK12A8C13B894	5
21839203,ca6ab69d692466e4eca4bf8cadfe48b7323764e9	SOFRCGW12A81C21EA6	1
16074651,050ae393164673701be96ef464e1d422d08f9fca	SODHVES12A6701CE6B	1
36176207,1c44f0fbdd58176022a6bf987dc6738fa3243527	SOEAYQW12A8C132D20	4
37128718,ed9bef16de6f1cc887c876202fb639a5dc2b3df5	SOKHEZZ12A58A7B7E8	1
15103444,f4ccce7b4d2919afb8b465b0140eeb533567bcc4	SOAOGOV12A8C13ACED	1
9239515,9310e409e99ccbd099d294944240db6464b08f0c	SOVXEFY12AB017CE50	1
37720850,82e83ceac9fb4766a18a1cec53f096582358b9c3	SOCRMJF12A81C22362	1
11793051,f5213b57357987d98afc21b1fa6f60329f8ba9fa	SOWNRRW12A58A801BA	1
46428675,a6180c1c26991a75ef5805013109c3e3b2fad88e	SOQDJQD12A58A7CC45	2
2966848,b96785a21356ba021bd3d4a15f78b938866fe49b	SOCWJDB12A58A776AF	2
31406721,195a586f803bf3289ae4edfe1d8bd348d526f941	SOUKJBT12A6701C4D6	1
21744597,42bdb55d74309c3155c817644d717ed25d418924	SOWYRNR12A8C13AC7C	1
35480480,242e59631153d3dd40d8463bd437f610ea899965	SOAEKIE12A6701FEAD	1
5111762,63bae4e567f247766ce39f834bef5cfc32da7992	SOGNPVK12A8C13DBD3	2
20909992,f681df3ea0a9a995e8e7ede4876ece856a5a81f3	SOSYVLD12A6D4FC583	2
27713859,38b5c9c72cbcad8d197f9a4e005ceffd3ce9af9b	SOLVRLL12A67020D7F	2
30417935,497049c094c6dcddb560e1898b2796064ecb5f61	SOEQOOY12A8AE46639	1
26473325,47daeac145dcbce5d0e204fea8c56a093d844ed5	SOYJMVD12A6D4F523F	2
16002588,1710899e4c0ff5bd7ad956d5fcffb0969e11af7d	SOGDDKR12A6701E8FA	7
17181218,f9b673bc7ae4329e96d1559a6c5b8ba847de742b	SOOQQDQ12A8AE47CA9	1
8875224,2099f1293752ea5d36d62bca4081adcf36f6215f	SOUXNTG12A58A7B233	4
2462393,c5af9551b6e1c63ee10af1b1bba1a09e2ab76fdc	SOLLXHC12A58A80DEB	3
2927409,a9f263a4ebe556866910c5a359b8653ba9b64926	SOVIZJT12A8C132B30	1
6396672,adde13140c7f3dfcce7ed73e0b62d1beb054ac15	SOUAXAX12A8C13E561	4
23120263,8ac38fffee34fcdadeaa910243ae3f45c384e39b	SOMGIYR12AB0187973	5
24803916,2565edd62f5e66c92bdcf3afccf6e0a5007f69c7	SOUHKQF12AF72A4702	2
1818780,93b5fe4ed0c637099767798ddff11b5c440c8dea	SOSXSGD12A6701DE25	1
43344811,f043fe811f603bbe333ccab280a6e5341087102d	SOHTKMO12AB01843B0	1
10839739,9507124c669dac0c2785a0dd2d55b62beece5402	SOIAEJI12AF72A1A3A	5
2813628,a3d06db315272f356be70ad35ff099692fb0db2f	SOLFXKT12AB017E3E0	3
32628194,8341537b47bbf5f0ce415f52ff395027873e2a67	SONXLZE12A8C143FF0	6
11130371,0b800588bf9c3b53298cee0b09630b582d5b97e8	SOVHYVB12A3F1EC277	6
45507815,75a62c96ac5333fc717587dc8af732b2abbc052e	SOCGBXK12A6D4F780F	1
16986147,cd524898e8bb6e5362524f97080a1c85619ff19e	SOMXPSC12AB0189013	56
22641936,a8d30302d866ba16eac4dd1278bcd05d2bca2889	SODOYMU12A58A7B039	1
41862411,8b9f8f5e6ab5c0aafdb96565ed4f49984f5744d4	SOTLNLG12A8C13D394	3
9913994,0b47a626af0f0615e6f8e3e6c231dea0549ad904	SOPZGOH12A8C13DFB3	7
43532833,4ae598a2d19da15940b797177fae099ca0ce099c	SOUJXJM12A81C235DA	10
38874123,58763f15061ea4e45a191adc1a6cb5ee0627ee76	SOYBWVL12AF72A3DD3	1
16849229,caa4a5fa683a5ecfc5e09833fad1272531a26900	SOAXJAN12AAFD96E26	1
23868754,7389860d2f08acf6d30ecf962af11c261052c724	SOJKORZ12AAF3B3B1B	1
18532424,e3d188671d94d798e9d359ed56f2d1960fd773d4	SOHSRVW12A58A7ED17	1
28228211,544a5eaa6a9a3743a174e4eec1e484f65e2bc059	SOJQOIK12AF72A0AAF	11
32187819,11135db61cbc1d004399623853702a81a594bd5c	SOPDRJZ12AF72A6CE5	5
10479014,acca79cf68de71cecf5ab02a85af36b5d9b24c1a	SOGTXWE12AC4687F2D	1
25725706,9616b42076b5c5c05dd1be8ff4acc29d8cd037b7	SOHMRQG12A58A7F5A3	1
30450888,6e2dd1e83c64112158cc2dad9c4dd604b3f6e413	SOWRTJD12A8C132704	1
19471315,53d436b4b546b4b0b1ab2c1548425e20745158a9	SOJYBJZ12AB01801D0	1
35566657,10bd1e93234eb7a7064edaf1c4dca2d6181c4410	SOWKQYL12AB0183B15	1
48138078,d563baf05a7d20fa876cbab964153e6fc744318a	SOFUOTQ12A6D4F8886	13
27864164,3dde1238acf73bafc78802d4e3c78685e013ded9	SOBHNKR12AB0186218	1
38697231,e4d17ab5181ea1dca7c9e751530f481d8b75d28a	SONJRBQ12A8C1358E6	2
7751151,d240795506af6e4b79880bd22ad9581391dbcd6d	SOCSVYM12A8C137090	1
6000875,9e7cf0f6bd1f19ff578e12b2c33fa23f3d209eb4	SOJOIMC12AB01800A0	1
25537291,352e91dc26f3b3ad492d0dd4f09809a893eba94e	SOMGIYR12AB0187973	2
15102360,0a97a51294e9dc305426814135e53e6d172d4acf	SOSWWHJ12AB018CC88	1
32310121,f182cee8ef853b17580bc26d12a11d0823c0c5cf	SOZOPSZ12A6D4FBC17	1
32710258,b48da48055f087ba4d77097a32f9ff0431d86a4d	SOAOQKT12A8C131344	1
28148204,7214ec3641d69b7df6fec36ab9287c3b7ff3a119	SOVXBOT12A8C136816	7
3122149,7efac891255fc5c49ab5072adafe98fab2e6dc5a	SORVLRC12A8151E078	2
2592020,e7e47ea049b0e411a9ec1c19656cd57fdf496a1b	SOOMFWS12AB017E282	1
14255962,62794127247e9e27ec46725494c4c35423c8046b	SOJSFUH12AB018B9E0	2
38429048,55ea1681491e7460406c3de01ded7bb2ce8e0463	SOURIBK12AB01805EE	1
24134206,c39f7f4b4cbe618c4e6c15059630024efe4fab2d	SOBYCBA12A6D4FD30B	1
36141740,afda59a4d19b9e9b40973dc3ec7f026afacec712	SOIDFJR12A6D4F7EB0	1
4414292,c0f50776fe19928a6e267f46e77bfaf5054e4b36	SOLUXZH12AB01825FB	1
43366347,1dfd52eefb4cd470d4dfd609f60a0d182c381e6e	SOWLNSE12A67020479	1
2742558,01fef63e011b6dcb960c61446525cd72239bdbb6	SOKLRPJ12A8C13C3FE	1
47830716,d0268b0a7bb3d23eab32723aee13415c17323471	SONPLUD12A8C13BF4B	1
8130743,8d7790a469d918a55889290b5b3bdb4c95e348ce	SOYNKMN12AB018B540	1
43439642,bd4775ad19b3f0989c60ac5765465ec2405b5328	SOPPSDA12AF72A3D97	1
15438030,00cd6c645a5d966e44d48517daa6283dfc7841dd	SOQYMNH12A8C137AA0	1
27894265,4f707c96840c8f25f615018482f507f676831ffc	SOABQNP12A58A7C8E1	1
32453706,0afa6b5d654f1817a421846d5a282d7397b6de42	SOFPMBV12A8C1397D1	2
44204848,2796678adb42439849e4ce97ca322d8861df4bad	SOXDPEP12AB0180E1E	1
6354685,bd241920dd329d3b39b1ebd5700be219c64454ee	SOUYUIB12A8C137ED6	1
30891221,c35ed470c0f046186e7758f6430713ce37d9e246	SOOBHEX12A6D4F8151	1
17158198,8ad099fe6419444a487aae5360a83718d2907129	SOIUITF12A58A7D86C	8
8025158,6b6e796d617840a08e130798d3c94136f3960c27	SOQLNEY12B0B8062FA	1
45005622,ecb205f29284c541a38aec1daa7ca524e48a7018	SONBLCG12A8AE46347	2
44822496,8a70147680c666ae4bce3ec3f1e61d01755af24c	SODNSIJ12A58A7D7E6	1
16589565,36e5dd780c1b74e62f0bf198bc21a540d8a8a469	SOGZCOB12A8C14280E	13
26183289,dac6f648770b7b1de198744b1fc5244176507a3c	SORZCTH12A6D4FB0BD	5
34177605,943a4a321dbb95dc3613125710076503dd8a5813	SODPRGU12A6D4F4E28	1
21264578,0cd7ed339a6d34f05291fa8606001ef3723563df	SODBFGG12A8C143D5D	2
32028066,3eae654f2e94d65bddbdccd50b651e20df2b3a92	SOGWHOB12A6D4FEB3C	2
20727381,cd3d2de4b4aa4f589b6a1a64a6b8237f6e5f0c41	SORGIAF12A81C224C2	3
4509098,adfaf12029ac816b6bdde886dc087a00623dc45a	SOCYNBY12A6D4F8712	1
23306084,9fb29886e99ff7b57fb45f68033a03b242ee27e4	SOWSXCI12A67020171	2
4561425,3ba09408e2f256c38368ce09e2ee83309ca0737f	SOWKKEN12A8C138D08	1
5287022,e6f38033b7c56c76478a3adfcc0c0edf4a7fa9f4	SOVAQHH12A8C13E064	1
20967090,2f5e830860aa08c92031b2ac3c997d3f0938d12e	SOVSMOM12AB017F572	2
36202930,e9a8fac3b6fc9fb848175896fbec5b23b1bf5e82	SOIFPAO12A8C13EC04	1
14209440,fb4a664cd4a9a779fe0cbdbfefd859e1a132668b	SOISWBZ12A8C13C0F7	5
8077596,8800ad0b7f7b3d4dc833dc15ac4d3a5273427a1e	SOPFTBS12AB0181029	1
33615522,3e830e6a0313a5bd832ee4a6821e2cd94d2025b0	SORLHQQ12A6701F62B	1
39274749,0bd6be7c742776e9399aad2f66b47ebf76b3ecae	SOSEBAI12A8C132FEC	5
14102073,3c1775e0a85323d18d73a08018587b12a4d08ad8	SOVWXSM12AB0183E0D	1
34874114,5ed5cd9bc3367a090721d227fb6229f47ffc08c9	SOMZIYZ12AB018C622	1
8884445,5a636b81af854546fa013b2f3d0d7204e52d8145	SOCJAKV12AB0183589	1
33552779,ac800d7b01d91274f0b87e99f02ea778cd494ac4	SOUKGFR12A670206EC	7
4303876,398823c222091edd70daf8df2cbda82265c2a80e	SOFKRSO12AB017F122	3
24080461,b48398dfafcc341e0e5bb0e1f32454fe50bafe3b	SOUUEGD12A58A8024E	1
16931231,cf26494aaed59c38b69392f76f0595e963d2678c	SOFTIJK12A8C142B3F	1
7631903,a0236a44bc13228d4b8f47d1fc7f3f208a44d3c9	SOUSNKZ12AB017F3A6	3
16865457,da60932507f495e5c7846483af13a9f321cec79d	SOFJSZH12A6D4F5ED3	1
44560312,57bc1a1acaeb583af045f8b7a5c3035cb236411a	SOBCLCK12A58A7871C	1
34550623,043e65a3b38f282e533f9b640ca55bdad7f75872	SOBONKR12A58A7A7E0	1
13753853,0233e9ed42a42fa6d15c9d2900227c65b3413fcd	SOKPKQH12A6701DDE4	1
20310921,7bbbe4164e26abf81709ee01891bba78e30c86d0	SOCJQCK12A6D4F7F99	2
43191284,f26e5b213088a46c1fc5e7865aef2f6594be0011	SODOFOV12A8C142DD2	2
43857912,150b577088b49b148cb79be4cde15d5b5b1c9740	SOQNJZZ12A6D4F523E	7
3706203,6c1ded884b224426c0f8d41209576061672c3b57	SOMVKIS12AB018155B	2
16100698,077b6ae256b85d558cf80a5468731d0f7b983a34	SOPPROJ12AB0184E18	5
47225800,e367eacde5c3a077b905cbf1a907bff84b266f0a	SOKXYUW12A8C140229	1
18037662,81dc62495b1858231b0ceec34c6adf6c6aac4d1a	SOYCLCK12AB017C857	1
11781815,9e612ad7b81d0240f569736704137a4d43c6a794	SORBBFV12AB017D710	2
21305508,e7552ccddf6b457430bd53834028d3fe89f7d228	SOKPXOD12AF72A54BF	2
29229957,504adf185f1ba4f06e9ad83d867ef97ed2c7eb43	SOHSEAG12AB0186140	3
37874595,af118abad754fb0ac44839b1ff47a61d3e6d4a25	SOKOTYF12A8C13F2E7	1
47549171,f1bf5b99cb11dfb9497f36a69f79bad705f1d6fa	SOFWMNN12A8C13C3F2	3
9499807,43558778ae4cfd50c62e1d3429f30d7179f94a36	SOSVPIE12A6D4FA873	1
28583563,d533a8aeee4db892ecadfa35ad0abb1d8a5114b6	SOJFYWQ12A58A789AA	3
11041157,e3715a469701e287446c180548a02937cb14ecde	SONNSYV12A8C146BEC	2
6177136,fe093a73595bbf6a9f6850746019793bab320f95	SODCTEP12A58A7E312	3
22338636,5ed47cec16ee8060529da6aa6592d51f3afd0527	SONUYEX12A8C141378	1
25027795,8e6018ea971de8bc6e1e385d974342f3d9a2288c	SOEIDEK12A6D4F823F	1
29284372,2600cb03fc78b915f49171edaa74dc085ec7048a	SORMUIW12A6D4F4CBA	1
44311824,ec48ff4f87b1953a27f9cb8cb6cd9c08d36ad76d	SOUYEDA12A58A7C507	5
5400184,2377baf0b781867be3d025216a24687ac2a807c2	SOYITRT12A6D4FA789	1
33562881,31044eb38925ba458af3f93654835fe8ab419161	SOAZZDG12A8C141C20	1
3440179,aa5fbbadfa979fcecda03fbcf6fb2d1b5c2c7084	SOTSPVI12A6D4FA446	1
21539423,cfc36bf7232824b67fbc15b0b414d0997aaa9dce	SOGOAYT12AB0181DA0	2
17654996,df95f449b8acbd3073cf0cc0faec2bc4bad3e5e0	SOXDIBI12AB017E64B	1
37517157,de00099029ac6ef8973fa3a51dad34f4122e1524	SOHJFXO12AC3DFA13A	4
21428231,1b7dd5d64e3ad4ff4465ac5a69f139c2f1aede38	SOCMVHN12AB0187B20	1
12375214,62c130924a7349d0d2f23d84edb7016b1c4cd505	SOXIMAZ12AB01874C0	1
30321591,cf75e4b43dfd3ef147bc6d1672474e547110e8f0	SOJMKYU12A6D4F8F44	10
21917514,e819d2ebe845d2373aa95221b3afd8b0115e21a3	SOGHSVA12A8C13BCB2	1
6304441,e17c1f116102a7c6742331a5c2463dd7093d87e1	SOKMHKY12AF72AB079	1
31228534,693fcb95aff637d40f01980f400b7279076e75aa	SODBYDA12A8C132FE4	3
21692216,7fd3a1aadbb233b88efc0b6a49dede58cf655a92	SOPDWCR12A8C140446	6
21631219,9091ebe0592878b2a0a9951aa92432cb5cf64a5a	SOXTOTH12A6D4F7289	2
38644576,a38997cc020d3eb86c0a29a7b468283ccf71a3e5	SOCESFK12AB018CF42	1
42245985,e85a98db997a277510e6f3a4f61bf88d71f7a61b	SOGFFET12A58A7ECA9	1
8697748,2e2dfe144cc2786aa2110ccecc19a45e96600fb0	SOKVXNO12A8C13AC64	5
9862613,d9e9b4ea8dd0add115bba1523280fd27a48b624f	SOUQQRD12A8C137E24	3
44210370,968f933534702ea5318577f1fd2291955215349c	SOLHMFX12A8C1345FC	6
32171223,bf399262536bbdc4708c84d7680fc2d64f469360	SOQINPT12A67AD9083	3
10419715,11269576ffc822b907e54cdb593df81ec7e26724	SOLGLUC12AB018A8FA	1
29823126,e5c4d636b01b49f8ec4b503480993a6a63c03551	SOXNXSO12AF72A4CE1	1
41052867,5a504bc9e2f4cf4d4265e67687116e29cfd64a5d	SOOEMLL12A8C133FB3	2
10642412,f4f4f6107f1d6e0634e6fb3d1145d4f3884c7876	SOFZELE12AB01831AC	2
33162935,48c1157c9accb8cf7b14681aac14d0cf160b6534	SOGSAYQ12AB018BA14	3
34592967,c61ce5fa18310617e7526a5a8be14968608fcab3	SOXIBJV12AB0184CCF	2
11249515,8882e5e46dd3657fb525ae2b7a7a4ffd8fa8e8c9	SOPTAIO12A58A7C13A	1
45669940,af8616dd5e56a3d103880118067ecd77eb61abf4	SOTGGLG12AC468B85F	2
18993920,503e2afaef76a58b6547f7d26bf008e549675c81	SOZNSQK12A8AE49077	1
31317229,5ff3a1b78d76c827bceeb3667e619d1d967a6fd1	SOJLZXL12A8C145965	1
29564111,2b2faa8d84a3c829812d36f483ebd256ee164461	SOLPOWZ12A8C141003	1
44166987,ec9137e11c35701f18b587c7046b65ac8062f2f3	SOOTDMH12A6701E38D	1
25898678,c3d195bdac2d9c23db8d0b8d5dfe5dc7fff5c111	SOGTOGO12AB017D73A	2
38440892,a7ab3e6d928ede2e5e3adcd8631e68b747f3aa17	SOGMAVD12A6D4F490C	9
18815442,8bfc55cd43fe42adcfbbfa4cfc6093ac7fed2859	SOEVGQZ12A6D4FC5B2	2
5124582,adc2372aa299d1d359933af42bb277654269526f	SOLRDEI12A8C13AAA2	1
31957018,9f309d089071d6bc1099e6bc3a3807ae09ec4add	SOCIHMS12A8C142CC7	1
42175783,09b67aed333e7492798b5288491fa875e22a7be7	SOGCZWA12A8C14264C	1
15815563,3e12dbbf8542790309df8850a48e1d373724e960	SODGVGW12AC9075A8D	1
45776921,f901c714fc47e8ce109cc3462cceac009ffeebcd	SOKCOGO12A6D4F80EC	1
17358777,5bef808b1eff7d177d7a5a90025d7f747cf92d69	SORZTAC12AAA15DF10	1
19940679,6ad2e9b84fc74953cf7101d2736abef9283c27fc	SOUIPKT12A8C139B43	1
3818840,f6806decf3fd4e95d0b0fe225563b801345fb9da	SORFMIS12AF72AA24C	1
21016713,a7abe2be2ac9954ea2ddbd6e1af40a6bffff2cd5	SOQDBOK12A8C132D94	3
43625227,667d6688f407ea6cee51b10e1c9dc558a3c3379e	SONIYSL12A81C231EF	1
31488603,0f146a22b43019fec7f2788db4b345545798f675	SOHTKMO12AB01843B0	2
7002956,b9c79c8491424212876ed238ba84f324ce598b40	SOVYNVS12AC3DF64AB	1
48371001,23b0a07b84d3cf7fe8e6308ff679e5b031d1d7c7	SOUUMKG12A6D4FB43D	1
28788009,71b994dbd5676966c5cd9e324e4755c257144d77	SOCGXXL12B0B808865	1
36429134,050dc84b3b261a4a2db4027908296b6a684eb0c9	SOZYCGI12AB0189CA4	1
25765872,8f60fbacfa3387330c6114aec91aff41adc3379b	SORFVMQ12AB0184135	2
21710602,62ed046789c3b4fb54db38479c29527a189bda58	SOHKVYC12AB0181461	5
43750660,a072e0413c45a3734ac8ad3a1db5ed37af55855c	SOAAWIM12A8C140297	2
47535329,591c284da1ac0144e6fa1b433f1b00ea7c979258	SOZAEKB12A6D4F6934	1
28820549,4b84ba3748c4aa85905098bfc64092952839feb6	SOXJYJM12A6310D7C1	1
37378279,7b9d2e6949e21b5c7b7cdc49465e5b66acd95ccb	SOOIWCH12AF72A2504	1
2377134,ceb015fc33d9474b2ac69f326e1f783e0689e593	SOWFTRM12A8C13CEA3	1
47697263,ef1183cd2da1f285407d4b0805575e8a92548aa2	SOPXUWZ12AF72A35CD	1
31299585,52a9d4e6e65e89d5ded8c12bc69a6037814c76f8	SOACBLB12AB01871C7	22
16657209,f962019fe8ebea93964dfdd578616dd91a79a020	SOPSYOY12A8C142E0B	2
38777494,514675bab45bab086a99e9352a53f9ed604b928d	SOOSJIV12AF729E09E	1
33370823,99cf5bcdec35be87313905ac17eca553b2813341	SOTDYUO12A6D4F90B1	1
44805058,eb650ec4b4937bb03e474b1cc9355d723393f88c	SOCWNSM12A58A7C665	1
18991860,5d57920d1c83d972068bf7b77c4587379535b116	SOVXGAJ12A6310E850	1
28672347,1bc4ef8f81abe6f3c8fd58dd1137e779129fedf8	SOAKUHS12A6D4FB1CE	2
39644828,e3d1a6dd670e42c8bbcd364d25015922061a79b2	SOUELOC12AB0182DD1	2
37720967,38a3e0c91592de3e40f3a2e9c98748af462bc695	SOXMDUA12A8C1338E7	2
36070764,4f89e66a7a0e3c7ecabaa454ee8810a8b31278c4	SOUROPD12A6D4F67CE	2
37549739,72f06a2f0a4dd9675a3ee04ab4659da58b94078f	SOSDRTG12A8AE46382	1
2810396,f23cb2cde3ffa02fa074fc2998ed0635bcae9a1b	SOAFHIF12AB0184446	1
2469373,d64dd03b3c4e1788f21dcb71b4b7dca2a75ee659	SOEGIYH12A6D4FC0E3	2
6960042,9e8f10499283628fff55e8f37639e310d7fe5230	SOEAYQW12A8C132D20	13
35438806,9377b8cd6f3b534b3d52ed3dda951f00b280f21a	SOTTRHJ12A8C13B4D2	1
22742318,01ade500b41efc6ffcd79dff3e96de436a159444	SOMVLTO12A6D4FB0B4	2
26120160,28eabbe10eb7a23719d3cae87257ce9f26328bd2	SOMAUYZ12A8C135979	1
18355834,963df0556411b58a23d8685a85d9df3e81365eca	SOOJCVS12AB01861A8	1
16821893,f41bde4ffb1ff0c43675b41d2d03a50c0b14cd0b	SOOHLZA12A6D4F98E4	1
6902699,2e30871a7764b1d82086ed3e72302bf2ebf63049	SODIOKD12A8C141852	1
32713230,edbbe99f7f2ebaf08edf856a463fc734ea2ae6bf	SOOCVAY12A6D4F8385	5
24964439,253ff99fdeb8679496411c387bf8de66bd0a42ac	SOBNYCZ12A6D4F8282	1
43950129,fd36df6b89c7b8f93ae8abefff4ce821e84d221e	SOMUZHL12A8C130AFE	1
42314368,fee7536cc651dda3e48b69a9b2ae47f7a2af341e	SOUWOBD12A8C13652B	1
20472850,eaba999abf8a6b05ce1d8f37fee1f496c8e3647e	SOAHJTE12A8C13958F	1
44431999,d7e628dd49753655a7e2f983258b316381a247f6	SOOHVCD12A8C1330FF	1
14778429,40a75ac5f2be1d19e01167d1a1b2760db7f5a1be	SOBBCWG12AF72AB9CB	2
795236,51edd7ea76d57e72b6d366b10f39336284aeb827	SOSDBDE12A6D4F9CFB	1
13822993,eea083d146bac4cd69d0778a748cda666714994f	SOEXCPT12AB0182160	1
37429408,0df35a9a2638e15b3245b756c5e96af16bdca488	SOADJQJ12A8C141D38	2
36291001,cf0e9d45e19a3d519ce0ba76ac21fe4334cb1269	SOXGLAX12AB018704C	34
44011767,b98dc594713a1810eae003623c1fb10ea0d4e1e1	SOQAWIS12A8C13D360	1
9792214,a0630ebf11b7774fde6b9a9a8d61bb909e5b70d8	SOEPZQS12A8C1436C7	5
20868399,f19c6dc4f0b509f4910058667a3f9f689e07d23c	SOPMWXY12A58A7E908	1
29749015,37c12835b05830d8ab15544ea3bacfe2565f6821	SOLRGVL12A8C143BC3	1
38181890,8d20034d581e2cd4d748a670f8bb5301cd537714	SOBXUVB12AB0188BCF	1
2585690,559ea0ef8daac6a1e1159cbb1f08409a60cf7d56	SOGEFOF12A81C2235D	4
29709508,cd232ac16c1154713c70e9baa2e58db8a34d2d63	SOURBIU12AC3DF683C	1
15815535,6de5cb6fe51230074b1b568a6c8f4a0dbf7a8f8b	SOCRRJX12A6701D96A	1
39425686,cd936e34753544eef78f257e920d17184df5c4a1	SODLHEV12AB0183844	1
25761575,26b99922bd9a7653580b1479ae849ac063b26a5d	SOJFRSI12A8C137579	1
11830843,371c14b9758c1268d3059786cbaf1dad04ac4b15	SOQTRYQ12A81C23606	2
38543229,63ddd706e1006c75d64baddc3e3e1606b70f1437	SORWEEW12A58A7A935	1
10330259,1e5bd7a56ce7c156f03dd312b175c7af5e6df524	SOAQIHM12A8C136FDF	4
1881074,1c5d8ae9dbd8fb260cdca6bbd5744b7a4f75d02d	SOIXZBY12A6D4F6FD5	2
18197807,5fe036f2219bcadd45bb79624b52d29f7831aeaf	SODSSJQ12A8C1371D1	1
4060930,8b03b6aff684fc81423f0a5a7ef6e644ff8f7eee	SOAIDKA12A58A768A9	1
43793219,027e1bba5fd2d6edf2e40c527f03cb302aca3206	SOFPIDU12A81C213C8	2
38954782,2881390ef0f907a3b4864e7604ce7fac04094cdf	SOFUBRT12AF72A8A69	6
7730244,c7e2049e0d4987f7e22819596ad6da901e6e530c	SOTHVCZ12AF72A6B93	1
25121023,97d4e60fbd2206bbb6a6116768749c8c44c4f69b	SOVGJFM12A8C139FDB	8
24594126,96096122ad8cf2b2703d4bc34d3d7abc419dc5f0	SOKGDET12A8C141E9C	1
42793560,dd6768c72bd9c7b5952b4559d97221c2f7207ba4	SOMBDFC12A67FFB370	1
6262991,abb1c4c4bb229847ee7b9fd60020bea8c24b14d5	SOXFUUD12A81C22D2E	1
3369653,304daf8bab5ab2c8996c058443be3cf13a1235a7	SOWBUEF12A6702164D	1
47812838,12fdd7ed9331587e440080c8cc9627a4133f1e9d	SOJYMBF12A58A7E245	9
13260137,d93c480884302a781cc52a640afe7d4c9396e824	SORIWEH12A8C13D4A6	10
1106261,9fa2e1acbf4fb83868da915ce3ef9ceed23cbe20	SOSWDMO12A8AE45996	1
39665512,c54d33ab762572a7ec8ba46a3455b69a22fcf464	SOIHXJD12A6701FFAE	1
32255722,0a8010c640533ae2e275b4b7d74117a0d91703ec	SOZIXZK12A8C1371F2	2
47820004,0df30d98193a10e1b62801fd60554185077c3640	SOWDEJT12A8C140F19	2
42726996,b875f4bfd9a584acd324447637afb3645d3e1e61	SOUNBMT12A6D4FC3CF	6
46978298,8a7412f0976a4bce3f0a9ab2467b2a00f85b0b31	SOZFWEC12AB0181B35	5
25581662,cce03da8ae6b2cee5fa677ac0da6f078ba5ec85c	SOBWEOL12A58A7AE03	1
32172628,c9213095a032617d285346251a1853d09f3b79f3	SOLTRPJ12A58A7FDC7	1
14201417,902f2b9496709f90dca608b610ddeded3c5bb2a8	SOYQKDV12A8C13AFF4	1
43836364,40a64220a67cd66918bb98f0a65c4b8f11af3d89	SOFHZTG12A8C137076	1
2695632,25847635c0b71a5351c07f895525d9d20f7d3bcd	SOYYCTP12AB017E29C	5
12760827,cc66ac9e8788a616c9f28832511a5b863964c0ab	SOQOQQI12A6D4F7F9B	1
5257839,4363902f2dd896d92146921cd8d1f948871bb84d	SOMAWZY12AB0187BF0	1
6931575,5cd6e6eaeea33526a9750a2b5ff80ea09d54c880	SOZQKSV12AF729F22B	1
9287999,b762489c02ddf5f82244b2c633671b81ef6c7087	SOUIESP12AB018283E	1
10353400,3bc4a944cf33b5e1e6ca32382e63dc89e57d328f	SOSMCQV12A8C1320E4	3
38798756,0066d833aa5f8bc0df7e9e986189818a06423241	SOTVJEN12A8C13B064	17
44264408,af96fa3c15ffdef30ba891dc6676b4c0c1d3c081	SOJEVNN12A8C1330ED	1
